dt;x;y;z;a;b;c;j_cfg
0.008;292.2695313602329;-216.4304686397671;472.02;166.48;0.46;-179.67;1028
0.008;292.5782150938971;-216.1217849061029;472.02;166.48;0.46;-179.67;1028
0.008;292.8983427123215;-215.80165728767847;472.02;166.48;0.46;-179.67;1028
0.008;293.2299142155062;-215.47008578449382;472.02;166.48;0.46;-179.67;1028
0.008;293.5729296034511;-215.1270703965489;472.02;166.48;0.46;-179.67;1028
0.008;293.9273888761562;-214.77261112384377;472.02;166.48;0.46;-179.67;1028
0.008;294.2932920336216;-214.4067079663784;472.02;166.48;0.46;-179.67;1028
0.008;294.6706390758472;-214.02936092415283;472.02;166.48;0.46;-179.67;1028
0.008;295.059430002833;-213.64056999716698;472.02;166.48;0.46;-179.67;1028
0.008;295.45966481457907;-213.24033518542092;472.02;166.48;0.46;-179.67;1028
0.008;295.87134351108534;-212.82865648891462;472.02;166.48;0.46;-179.67;1028
0.008;296.2944660923519;-212.4055339076481;472.02;166.48;0.46;-179.67;1028
0.008;296.72903255837866;-211.97096744162133;472.02;166.48;0.46;-179.67;1028
0.008;297.17504290916565;-211.52495709083433;472.02;166.48;0.46;-179.67;1028
0.008;297.6324971447129;-211.0675028552871;472.02;166.48;0.46;-179.67;1028
0.008;298.10139526502036;-210.59860473497963;472.02;166.48;0.46;-179.67;1028
0.008;298.58173727008807;-210.11826272991195;472.02;166.48;0.46;-179.67;1028
0.008;299.07352315991596;-209.626476840084;472.02;166.48;0.46;-179.67;1028
0.008;299.57675293450416;-209.12324706549583;472.02;166.48;0.46;-179.67;1028
0.008;300.09142659385253;-208.60857340614743;472.02;166.48;0.46;-179.67;1028
0.008;300.6175441379612;-208.0824558620388;472.02;166.48;0.46;-179.67;1028
0.008;301.15510556683006;-207.54489443316993;472.02;166.48;0.46;-179.67;1028
0.008;301.70411088045915;-206.99588911954083;472.02;166.48;0.46;-179.67;1028
0.008;302.2645600788485;-206.4354399211515;472.02;166.48;0.46;-179.67;1028
0.008;302.83644935482874;-205.86355064517124;472.02;166.48;0.46;-179.67;1028
0.008;303.4195950430047;-205.28040495699528;472.02;166.48;0.46;-179.67;1028
0.008;304.0135595297985;-204.68644047020146;472.02;166.48;0.46;-179.67;1028
0.008;304.6178860214908;-204.0821139785092;472.02;166.48;0.46;-179.67;1028
0.008;305.23211772436207;-203.4678822756379;472.02;166.48;0.46;-179.67;1028
0.008;305.855797844693;-202.84420215530702;472.02;166.48;0.46;-179.67;1028
0.008;306.4884695887641;-202.2115304112359;472.02;166.48;0.46;-179.67;1028
0.008;307.1296761628559;-201.5703238371441;472.02;166.48;0.46;-179.67;1028
0.008;307.7789607732491;-200.92103922675088;472.02;166.48;0.46;-179.67;1028
0.008;308.4358666262242;-200.2641333737758;472.02;166.48;0.46;-179.67;1028
0.008;309.0999369280618;-199.6000630719382;472.02;166.48;0.46;-179.67;1028
0.008;309.7707148850425;-198.9292851149575;472.02;166.48;0.46;-179.67;1028
0.008;310.4477437034468;-198.25225629655316;472.02;166.48;0.46;-179.67;1028
0.008;311.13056658955543;-197.5694334104446;472.02;166.48;0.46;-179.67;1028
0.008;311.8187267496488;-196.8812732503512;472.02;166.48;0.46;-179.67;1028
0.008;312.51176739000755;-196.1882326099924;472.02;166.48;0.46;-179.67;1028
0.008;313.2092317169123;-195.49076828308765;472.02;166.48;0.46;-179.67;1028
0.008;313.91066293664363;-194.78933706335633;472.02;166.48;0.46;-179.67;1028
0.008;314.6156042554821;-194.0843957445179;472.02;166.48;0.46;-179.67;1028
0.008;315.32359887970824;-193.37640112029175;472.02;166.48;0.46;-179.67;1028
0.008;316.0341900156027;-192.6658099843973;472.02;166.48;0.46;-179.67;1028
0.008;316.746920869446;-191.95307913055402;472.02;166.48;0.46;-179.67;1028
0.008;317.46133464751875;-191.23866535248126;472.02;166.48;0.46;-179.67;1028
0.008;318.1769745561015;-190.52302544389846;472.02;166.48;0.46;-179.67;1028
0.008;318.8933838014749;-189.8066161985251;472.02;166.48;0.46;-179.67;1028
0.008;319.6101079874371;-189.08989201256284;472.02;166.48;0.46;-179.67;1028
0.008;320.3268565592623;-188.3731434407377;472.02;166.48;0.46;-179.67;1028
0.008;321.0436051310875;-187.65639486891254;472.02;166.48;0.46;-179.67;1028
0.008;321.7603537029126;-186.93964629708736;472.02;166.48;0.46;-179.67;1028
0.008;322.4771022747378;-186.22289772526221;472.02;166.48;0.46;-179.67;1028
0.008;323.19385084656295;-185.50614915343706;472.02;166.48;0.46;-179.67;1028
0.008;323.9105994183881;-184.78940058161191;472.02;166.48;0.46;-179.67;1028
0.008;324.62734799021325;-184.07265200978674;472.02;166.48;0.46;-179.67;1028
0.008;325.34409656203843;-183.3559034379616;472.02;166.48;0.46;-179.67;1028
0.008;326.06084513386355;-182.63915486613644;472.02;166.48;0.46;-179.67;1028
0.008;326.77759370568873;-181.92240629431126;472.02;166.48;0.46;-179.67;1028
0.008;327.49434227751385;-181.2056577224861;472.02;166.48;0.46;-179.67;1028
0.008;328.21109084933903;-180.48890915066096;472.02;166.48;0.46;-179.67;1028
0.008;328.9278394211642;-179.7721605788358;472.02;166.48;0.46;-179.67;1028
0.008;329.64458799298933;-179.05541200701066;472.02;166.48;0.46;-179.67;1028
0.008;330.3613365648145;-178.33866343518548;472.02;166.48;0.46;-179.67;1028
0.008;331.07808513663963;-177.62191486336033;472.02;166.48;0.46;-179.67;1028
0.008;331.7948337084648;-176.90516629153518;472.02;166.48;0.46;-179.67;1028
0.008;332.51158228029;-176.18841771971003;472.02;166.48;0.46;-179.67;1028
0.008;333.2283308521151;-175.47166914788488;472.02;166.48;0.46;-179.67;1028
0.008;333.9450794239403;-174.7549205760597;472.02;166.48;0.46;-179.67;1028
0.008;334.6618279957654;-174.03817200423455;472.02;166.48;0.46;-179.67;1028
0.008;335.3785765675906;-173.3214234324094;472.02;166.48;0.46;-179.67;1028
0.008;336.09532513941576;-172.60467486058423;472.02;166.48;0.46;-179.67;1028
0.008;336.8120737112409;-171.8879262887591;472.02;166.48;0.46;-179.67;1028
0.008;337.52882228306606;-171.17117771693393;472.02;166.48;0.46;-179.67;1028
0.008;338.24557085489124;-170.45442914510875;472.02;166.48;0.46;-179.67;1028
0.008;338.96231942671636;-169.73768057328363;472.02;166.48;0.46;-179.67;1028
0.008;339.67906799854154;-169.02093200145845;472.02;166.48;0.46;-179.67;1028
0.008;340.39581657036666;-168.3041834296333;472.02;166.48;0.46;-179.67;1028
0.008;341.11256514219184;-167.58743485780815;472.02;166.48;0.46;-179.67;1028
0.008;341.829313714017;-166.87068628598297;472.02;166.48;0.46;-179.67;1028
0.008;342.54606228584214;-166.15393771415782;472.02;166.48;0.46;-179.67;1028
0.008;343.2628108576673;-165.43718914233267;472.02;166.48;0.46;-179.67;1028
0.008;343.97955942949244;-164.72044057050755;472.02;166.48;0.46;-179.67;1028
0.008;344.6963080013176;-164.00369199868237;472.02;166.48;0.46;-179.67;1028
0.008;345.4130565731428;-163.2869434268572;472.02;166.48;0.46;-179.67;1028
0.008;346.1298051449679;-162.57019485503204;472.02;166.48;0.46;-179.67;1028
0.008;346.8465537167931;-161.8534462832069;472.02;166.48;0.46;-179.67;1028
0.008;347.5633022886183;-161.13669771138174;472.02;166.48;0.46;-179.67;1028
0.008;348.2800508604434;-160.4199491395566;472.02;166.48;0.46;-179.67;1028
0.008;348.9967994322686;-159.70320056773141;472.02;166.48;0.46;-179.67;1028
0.008;349.7135480040937;-158.98645199590626;472.02;166.48;0.46;-179.67;1028
0.008;350.4302965759189;-158.26970342408111;472.02;166.48;0.46;-179.67;1028
0.008;351.14704514774405;-157.55295485225594;472.02;166.48;0.46;-179.67;1028
0.008;351.8637937195692;-156.8362062804308;472.02;166.48;0.46;-179.67;1028
0.008;352.58054229139435;-156.11945770860564;472.02;166.48;0.46;-179.67;1028
0.008;353.29729086321953;-155.40270913678046;472.02;166.48;0.46;-179.67;1028
0.008;354.01403943504465;-154.6859605649553;472.02;166.48;0.46;-179.67;1028
0.008;354.73078800686983;-153.96921199313016;472.02;166.48;0.46;-179.67;1028
0.008;355.44753657869495;-153.25246342130504;472.02;166.48;0.46;-179.67;1028
0.008;356.16428515052013;-152.53571484947986;472.02;166.48;0.46;-179.67;1028
0.008;356.8810337223453;-151.81896627765468;472.02;166.48;0.46;-179.67;1028
0.008;357.59778229417043;-151.10221770582953;472.02;166.48;0.46;-179.67;1028
0.008;358.3145308659956;-150.38546913400438;472.02;166.48;0.46;-179.67;1028
0.008;359.03127985863824;-149.66872014136175;472.02;166.48;0.46;-179.67;1028
0.008;359.74825070715406;-148.95174929284593;472.02;166.48;0.46;-179.67;1028
0.008;360.4662477768435;-148.23375222315647;472.02;166.48;0.46;-179.67;1028
0.008;361.18617041649253;-147.51382958350746;472.02;166.48;0.46;-179.67;1028
0.008;361.9089179748869;-146.7910820251131;472.02;166.48;0.46;-179.67;1028
0.008;362.6353898008124;-146.0646101991876;472.02;166.48;0.46;-179.67;1028
0.008;363.3664852430549;-145.33351475694508;472.02;166.48;0.46;-179.67;1028
0.008;364.10310365040016;-144.5968963495998;472.02;166.48;0.46;-179.67;1028
0.008;364.8461199857712;-143.85388001422876;472.02;166.48;0.46;-179.67;1028
0.008;365.5961430432278;-143.10385695677218;472.02;166.48;0.46;-179.67;1028
0.008;366.35361777535405;-142.34638222464594;472.02;166.48;0.46;-179.67;1028
0.008;367.11898673721635;-141.58101326278367;472.02;166.48;0.46;-179.67;1028
0.008;367.89269248388104;-140.80730751611895;472.02;166.48;0.46;-179.67;1028
0.008;368.67517757041463;-140.02482242958536;472.02;166.48;0.46;-179.67;1028
0.008;369.4668845518835;-139.23311544811654;472.02;166.48;0.46;-179.67;1028
0.008;370.2682559833539;-138.43174401664606;472.02;166.48;0.46;-179.67;1028
0.008;371.0797344198924;-137.62026558010757;472.02;166.48;0.46;-179.67;1028
0.008;371.90176241656536;-136.79823758343463;472.02;166.48;0.46;-179.67;1028
0.008;372.7347825284391;-135.9652174715609;472.02;166.48;0.46;-179.67;1028
0.008;373.57923731058014;-135.12076268941985;472.02;166.48;0.46;-179.67;1028
0.008;374.4355693180548;-134.2644306819452;472.02;166.48;0.46;-179.67;1028
0.008;375.3042211059294;-133.3957788940706;472.02;166.48;0.46;-179.67;1028
0.008;376.1856352292705;-132.5143647707295;472.02;166.48;0.46;-179.67;1028
0.008;377.0802542431444;-131.61974575685556;472.02;166.48;0.46;-179.67;1028
0.008;377.98852070261756;-130.71147929738243;472.02;166.48;0.46;-179.67;1028
0.008;378.91087705907023;-129.78912294092976;472.02;166.48;0.46;-179.67;1028
0.008;379.8475728971824;-128.85242710281761;472.02;166.48;0.46;-179.67;1028
0.008;380.7982649590658;-127.90173504093418;472.02;166.48;0.46;-179.67;1028
0.008;381.7624964510012;-126.93750354899882;472.02;166.48;0.46;-179.67;1028
0.008;382.73981057926903;-125.96018942073098;472.02;166.48;0.46;-179.67;1028
0.008;383.72975055014996;-124.97024944985004;472.02;166.48;0.46;-179.67;1028
0.008;384.7318595699245;-123.96814043007548;472.02;166.48;0.46;-179.67;1028
0.008;385.7456808448733;-122.95431915512671;472.02;166.48;0.46;-179.67;1028
0.008;386.77077676141846;-121.92922323858154;472.02;166.48;0.46;-179.67;1028
0.008;387.8069636541648;-120.89303634583517;472.02;166.48;0.46;-179.67;1028
0.008;388.85423771594304;-119.84576228405696;472.02;166.48;0.46;-179.67;1028
0.008;389.91259894675306;-118.7874010532469;472.02;166.48;0.46;-179.67;1028
0.008;390.98204734659504;-117.71795265340494;472.02;166.48;0.46;-179.67;1028
0.008;392.06258291546885;-116.63741708453115;472.02;166.48;0.46;-179.67;1028
0.008;393.1542056533745;-115.54579434662547;472.02;166.48;0.46;-179.67;1028
0.008;394.256915560312;-114.44308443968796;472.02;166.48;0.46;-179.67;1028
0.008;395.3707126362814;-113.32928736371858;472.02;166.48;0.46;-179.67;1028
0.008;396.49559688128267;-112.20440311871734;472.02;166.48;0.46;-179.67;1028
0.008;397.63156829531573;-111.06843170468424;472.02;166.48;0.46;-179.67;1028
0.008;398.7786268783807;-109.92137312161927;472.02;166.48;0.46;-179.67;1028
0.008;399.93677263047755;-108.76322736952247;472.02;166.48;0.46;-179.67;1028
0.008;401.10600555160624;-107.59399444839377;472.02;166.48;0.46;-179.67;1028
0.008;402.2863256417668;-106.41367435823321;472.02;166.48;0.46;-179.67;1028
0.008;403.47773290095915;-105.22226709904082;472.02;166.48;0.46;-179.67;1028
0.008;404.6802273291834;-104.01977267081656;472.02;166.48;0.46;-179.67;1028
0.008;405.89380892643953;-102.80619107356043;472.02;166.48;0.46;-179.67;1028
0.008;407.11847769272754;-101.58152230727245;472.02;166.48;0.46;-179.67;1028
0.008;408.3542336280474;-100.34576637195262;472.02;166.48;0.46;-179.67;1028
0.008;409.60107673239906;-99.09892326760091;472.02;166.48;0.46;-179.67;1028
0.008;410.85900700578264;-97.84099299421733;472.02;166.48;0.46;-179.67;1028
0.008;412.12802444819806;-96.57197555180191;472.02;166.48;0.46;-179.67;1028
0.008;413.4081290596454;-95.29187094035463;472.02;166.48;0.46;-179.67;1028
0.008;414.69932084012447;-94.0006791598755;472.02;166.48;0.46;-179.67;1028
0.008;416.0015997896355;-92.6984002103645;472.02;166.48;0.46;-179.67;1028
0.008;417.31496590817835;-91.38503409182164;472.02;166.48;0.46;-179.67;1028
0.008;418.63941919575313;-90.06058080424688;472.02;166.48;0.46;-179.67;1028
0.008;419.97495965235964;-88.72504034764032;472.02;166.48;0.46;-179.67;1028
0.008;421.3215872779981;-87.37841272200185;472.02;166.48;0.46;-179.67;1028
0.008;422.67928224872026;-86.02071775127976;472.02;166.48;0.46;-179.67;1028
0.008;424.04758848762344;-84.65241151237655;472.02;166.48;0.46;-179.67;1028
0.008;425.42562433535846;-83.27437566464152;472.02;166.48;0.46;-179.67;1028
0.008;426.8124904431395;-81.88750955686052;472.02;166.48;0.46;-179.67;1028
0.008;428.2072874621806;-80.49271253781936;472.02;166.48;0.46;-179.67;1028
0.008;429.6091160436962;-79.09088395630383;472.02;166.48;0.46;-179.67;1028
0.008;431.0170768389002;-77.68292316109978;472.02;166.48;0.46;-179.67;1028
0.008;432.4302705101066;-76.2697294898934;472.02;166.48;0.46;-179.67;1028
0.008;433.84788647218244;-74.85211352781755;472.02;166.48;0.46;-179.67;1028
0.008;435.26941743708346;-73.43058256291653;472.02;166.48;0.46;-179.67;1028
0.008;436.6944208497433;-72.00557915025666;472.02;166.48;0.46;-179.67;1028
0.008;438.12245415509557;-70.57754584490442;472.02;166.48;0.46;-179.67;1028
0.008;439.5530747980738;-69.1469252019262;472.02;166.48;0.46;-179.67;1028
0.008;440.9858402236116;-67.71415977638836;472.02;166.48;0.46;-179.67;1028
0.008;442.4203078766427;-66.27969212335728;472.02;166.48;0.46;-179.67;1028
0.008;443.85603520210054;-64.84396479789945;472.02;166.48;0.46;-179.67;1028
0.008;445.2925796449189;-63.40742035508114;472.02;166.48;0.46;-179.67;1028
0.008;446.72949865003113;-61.970501349968856;472.02;166.48;0.46;-179.67;1028
0.008;448.166349662371;-60.533650337628984;472.02;166.48;0.46;-179.67;1028
0.008;449.6026901268722;-59.09730987312784;472.02;166.48;0.46;-179.67;1028
0.008;451.03807748846805;-57.66192251153191;472.02;166.48;0.46;-179.67;1028
0.008;452.4720691920925;-56.22793080790754;472.02;166.48;0.46;-179.67;1028
0.008;453.90422268267884;-54.79577731732115;472.02;166.48;0.46;-179.67;1028
0.008;455.33409540516084;-53.36590459483915;472.02;166.48;0.46;-179.67;1028
0.008;456.7612448044721;-51.938755195527904;472.02;166.48;0.46;-179.67;1028
0.008;458.18524261872363;-50.514757381276354;472.02;166.48;0.46;-179.67;1028
0.008;459.606066893465;-49.09393310653499;472.02;166.48;0.46;-179.67;1028
0.008;461.0241504058898;-47.67584959411016;472.02;166.48;0.46;-179.67;1028
0.008;462.4399499497175;-46.26005005028247;472.02;166.48;0.46;-179.67;1028
0.008;463.8539223186675;-44.846077681332474;472.02;166.48;0.46;-179.67;1028
0.008;465.2665243064593;-43.433475693540686;472.02;166.48;0.46;-179.67;1028
0.008;466.67821270681225;-42.02178729318774;472.02;166.48;0.46;-179.67;1028
0.008;468.0894443134457;-40.61055568655428;472.02;166.48;0.46;-179.67;1028
0.008;469.5005997877927;-39.19940021220734;472.02;166.48;0.46;-179.67;1028
0.008;470.91175526213954;-37.78824473786045;472.02;166.48;0.46;-179.67;1028
0.008;472.3229107364865;-36.37708926351351;472.02;166.48;0.46;-179.67;1028
0.008;473.73406621083336;-34.9659337891666;472.02;166.48;0.46;-179.67;1028
0.008;475.14522168518033;-33.55477831481966;472.02;166.48;0.46;-179.67;1028
0.008;476.5563771595273;-32.143622840472716;472.02;166.48;0.46;-179.67;1028
0.008;477.96753263387416;-30.732467366125803;472.02;166.48;0.46;-179.67;1028
0.008;479.3786881082211;-29.321311891778862;472.02;166.48;0.46;-179.67;1028
0.008;480.78984358256804;-27.91015641743195;472.02;166.48;0.46;-179.67;1028
0.008;482.20099905691495;-26.499000943085008;472.02;166.48;0.46;-179.67;1028
0.008;483.6121545312619;-25.087845468738095;472.02;166.48;0.46;-179.67;1028
0.008;485.02331000560883;-23.676689994391154;472.02;166.48;0.46;-179.67;1028
0.008;486.43446547995575;-22.26553452004424;472.02;166.48;0.46;-179.67;1028
0.008;487.8456209543027;-20.8543790456973;472.02;166.48;0.46;-179.67;1028
0.008;489.2567764286496;-19.443223571350387;472.02;166.48;0.46;-179.67;1028
0.008;490.66793190299654;-18.032068097003446;472.02;166.48;0.46;-179.67;1028
0.008;492.0790873773435;-16.620912622656476;472.02;166.48;0.46;-179.67;1028
0.008;493.4902428516904;-15.209757148309563;472.02;166.48;0.46;-179.67;1028
0.008;494.90139832603734;-13.79860167396268;472.02;166.48;0.46;-179.67;1028
0.008;496.3125538003843;-12.387446199615681;472.02;166.48;0.46;-179.67;1028
0.008;497.7237092747312;-10.976290725268768;472.02;166.48;0.46;-179.67;1028
0.008;499.13486474907813;-9.565135250921855;472.02;166.48;0.46;-179.67;1028
0.008;500.546020223425;-8.153979776574971;472.02;166.48;0.46;-179.67;1028
0.008;501.957175697772;-6.742824302227973;472.02;166.48;0.46;-179.67;1028
0.008;503.3683311721189;-5.33166882788106;472.02;166.48;0.46;-179.67;1028
0.008;504.77948664646584;-3.9205133535341474;472.02;166.48;0.46;-179.67;1028
0.008;506.19064212081275;-2.509357879187206;472.02;166.48;0.46;-179.67;1028
0.008;507.6017975951597;-1.098202404840265;472.02;166.48;0.46;-179.67;1028
0.008;509.01295306950664;0.3129530695066478;472.02;166.48;0.46;-179.67;1028
0.008;510.42410854385355;1.724108543853589;472.02;166.48;0.46;-179.67;1028
0.008;511.8352640182005;3.135264018200502;472.02;166.48;0.46;-179.67;1028
0.008;513.2464194925474;4.546419492547443;472.02;166.48;0.46;-179.67;1028
0.008;514.6575749668943;5.957574966894356;472.02;166.48;0.46;-179.67;1028
0.008;516.0687304412413;7.368730441241297;472.02;166.48;0.46;-179.67;1028
0.008;517.4798859155883;8.779885915588267;472.02;166.48;0.46;-179.67;1028
0.008;518.8910413899351;10.191041389935151;472.02;166.48;0.46;-179.67;1028
0.008;520.302196864282;11.602196864282064;472.02;166.48;0.46;-179.67;1028
0.008;521.7133523386291;13.013352338629062;472.02;166.48;0.46;-179.67;1028
0.008;523.1245078129759;14.424507812975975;472.02;166.48;0.46;-179.67;1028
0.008;524.5356632873229;15.835663287322888;472.02;166.48;0.46;-179.67;1028
0.008;525.9468187616698;17.246818761669772;472.02;166.48;0.46;-179.67;1028
0.008;527.3579742360167;18.65797423601677;472.02;166.48;0.46;-179.67;1028
0.008;528.7691297103637;20.069129710363683;472.02;166.48;0.46;-179.67;1028
0.008;530.1802851847106;21.480285184710596;472.02;166.48;0.46;-179.67;1028
0.008;531.5914406590575;22.891440659057537;472.02;166.48;0.46;-179.67;1028
0.008;533.0025961334045;24.302596133404478;472.02;166.48;0.46;-179.67;1028
0.008;534.4137516077514;25.71375160775139;472.02;166.48;0.46;-179.67;1028
0.008;535.8249087391338;27.124908739133787;472.02;166.48;0.46;-179.67;1028
0.008;537.2362180577808;28.536218057780758;472.02;166.48;0.46;-179.67;1028
0.008;538.6480949374791;29.948094937479055;472.02;166.48;0.46;-179.67;1028
0.008;540.0609820442527;31.360982044252694;472.02;166.48;0.46;-179.67;1028
0.008;541.4753220441261;32.77532204412611;472.02;166.48;0.46;-179.67;1028
0.008;542.8915576031234;34.191557603123414;472.02;166.48;0.46;-179.67;1028
0.008;544.3101313872686;35.61013138726861;472.02;166.48;0.46;-179.67;1028
0.008;545.731486062586;37.031486062586;472.02;166.48;0.46;-179.67;1028
0.008;547.1559800423862;38.455980042386216;472.02;166.48;0.46;-179.67;1028
0.008;548.5833972296645;39.88339722966447;472.02;166.48;0.46;-179.67;1028
0.008;550.0132817411076;41.31328174110757;472.02;166.48;0.46;-179.67;1028
0.008;551.4451768939539;42.74517689395395;472.02;166.48;0.46;-179.67;1028
0.008;552.8786260054418;44.1786260054418;472.02;166.48;0.46;-179.67;1028
0.008;554.3131723928095;45.61317239280953;472.02;166.48;0.46;-179.67;1028
0.008;555.7483593732954;47.048359373295455;472.02;166.48;0.46;-179.67;1028
0.008;557.1837302641379;48.48373026413793;472.02;166.48;0.46;-179.67;1028
0.008;558.6188283825753;49.91882838257533;472.02;166.48;0.46;-179.67;1028
0.008;560.053197045846;51.353197045846;472.02;166.48;0.46;-179.67;1028
0.008;561.4863795711882;52.786379571188206;472.02;166.48;0.46;-179.67;1028
0.008;562.9179192758404;54.21791927584036;472.02;166.48;0.46;-179.67;1028
0.008;564.3473594770408;55.64735947704082;472.02;166.48;0.46;-179.67;1028
0.008;565.7742434920278;57.07424349202785;472.02;166.48;0.46;-179.67;1028
0.008;567.1981146380399;58.49811463803991;472.02;166.48;0.46;-179.67;1028
0.008;568.6185162323152;59.918516232315255;472.02;166.48;0.46;-179.67;1028
0.008;570.0349915920923;61.33499159209231;472.02;166.48;0.46;-179.67;1028
0.008;571.4470831426672;62.74708314266718;472.02;166.48;0.46;-179.67;1028
0.008;572.85419975028;64.15419975028004;472.02;166.48;0.46;-179.67;1028
0.008;574.2554758122701;65.55547581227006;472.02;166.48;0.46;-179.67;1028
0.008;575.6500119798513;66.95001197985141;472.02;166.48;0.46;-179.67;1028
0.008;577.0369089042383;68.33690890423827;472.02;166.48;0.46;-179.67;1028
0.008;578.4152672366447;69.71526723664476;472.02;166.48;0.46;-179.67;1028
0.008;579.784187628285;71.08418762828512;472.02;166.48;0.46;-179.67;1028
0.008;581.1427707303736;72.44277073037364;472.02;166.48;0.46;-179.67;1028
0.008;582.4901863335721;73.79018633357208;472.02;166.48;0.46;-179.67;1028
0.008;583.8261625932017;75.12616259320174;472.02;166.48;0.46;-179.67;1028
0.008;585.1506977478551;76.45069774785514;472.02;166.48;0.46;-179.67;1028
0.008;586.4637917975323;77.76379179753229;472.02;166.48;0.46;-179.67;1028
0.008;587.7654447422333;79.0654447422333;472.02;166.48;0.46;-179.67;1028
0.008;589.0556565819579;80.35565658195793;472.02;166.48;0.46;-179.67;1028
0.008;590.3344273167063;81.63442731670636;472.02;166.48;0.46;-179.67;1028
0.008;591.6017569464785;82.90175694647854;472.02;166.48;0.46;-179.67;1028
0.008;592.8576454712745;84.15764547127452;472.02;166.48;0.46;-179.67;1028
0.008;594.1020928910943;85.4020928910943;472.02;166.48;0.46;-179.67;1028
0.008;595.3350992059377;86.63509920593776;472.02;166.48;0.46;-179.67;1028
0.008;596.556664415805;87.85666441580503;472.02;166.48;0.46;-179.67;1028
0.008;597.7667885206961;89.0667885206961;472.02;166.48;0.46;-179.67;1028
0.008;598.9654715206108;90.26547152061079;472.02;166.48;0.46;-179.67;1028
0.008;600.1527134155493;91.45271341554934;472.02;166.48;0.46;-179.67;1028
0.008;601.3285142055117;92.62851420551169;472.02;166.48;0.46;-179.67;1028
0.008;602.4928738904978;93.79287389049779;472.02;166.48;0.46;-179.67;1028
0.008;603.6457924705076;94.94579247050763;472.02;166.48;0.46;-179.67;1028
0.008;604.7872699455412;96.08726994554121;472.02;166.48;0.46;-179.67;1028
0.008;605.9173063155986;97.21730631559859;472.02;166.48;0.46;-179.67;1028
0.008;607.0359015806797;98.33590158067972;472.02;166.48;0.46;-179.67;1028
0.008;608.1430557407846;99.44305574078464;472.02;166.48;0.46;-179.67;1028
0.008;609.2387687959133;100.53876879591331;472.02;166.48;0.46;-179.67;1028
