dt;x;y;z;a;b;c;j_cfg
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
0.008;712.2240687119286;203.52406871192852;472.02;166.48;0.46;-179.67;1028
