dt;x;y;z;a;b;c;j_cfg
0.008;505.2813134670003;-265.55868653299973;481.65;166.48;0.45;-179.68;1028
0.008;509.98895185659194;-260.8510481434081;481.65;166.48;0.45;-179.68;1028
0.008;514.6965902461836;-256.14340975381646;481.65;166.48;0.45;-179.68;1028
0.008;519.4042286357752;-251.43577136422482;481.65;166.48;0.45;-179.68;1028
0.008;524.1118670253668;-246.72813297463324;481.65;166.48;0.45;-179.68;1028
0.008;528.8195054149585;-242.02049458504155;481.65;166.48;0.45;-179.68;1028
0.008;533.5271438045501;-237.31285619544997;481.65;166.48;0.45;-179.68;1028
0.008;538.2346190018759;-232.60538099812413;481.65;166.48;0.45;-179.68;1028
0.008;542.9366531063114;-227.90334689368865;481.65;166.48;0.45;-179.68;1028
0.008;547.6219588465689;-223.21804115343116;481.65;166.48;0.45;-179.68;1028
0.008;552.2789053678189;-218.56109463218115;481.65;166.48;0.45;-179.68;1028
0.008;556.8958618152324;-213.94413818476767;481.65;166.48;0.45;-179.68;1028
0.008;561.4611973339801;-209.37880266601996;481.65;166.48;0.45;-179.68;1028
0.008;565.9632810692328;-204.8767189307672;481.65;166.48;0.45;-179.68;1028
0.008;570.3904821661613;-200.44951783383874;481.65;166.48;0.45;-179.68;1028
0.008;574.7311697699365;-196.10883023006352;481.65;166.48;0.45;-179.68;1028
0.008;578.973713025729;-191.86628697427102;481.65;166.48;0.45;-179.68;1028
0.008;583.1064810787097;-187.73351892129028;481.65;166.48;0.45;-179.68;1028
0.008;587.1178430740493;-183.72215692595069;481.65;166.48;0.45;-179.68;1028
0.008;590.9961681569188;-179.84383184308126;481.65;166.48;0.45;-179.68;1028
0.008;594.7298254724888;-176.11017452751128;481.65;166.48;0.45;-179.68;1028
0.008;598.30718416593;-172.53281583407;481.65;166.48;0.45;-179.68;1028
0.008;601.7166133824134;-169.12338661758668;481.65;166.48;0.45;-179.68;1028
0.008;604.9464822671099;-165.89351773289013;481.65;166.48;0.45;-179.68;1028
0.008;607.9886846566712;-162.8513153433288;481.65;166.48;0.45;-179.68;1028
0.008;610.8505998279567;-159.98940017204336;481.65;166.48;0.45;-179.68;1028
0.008;613.5438585174427;-157.29614148255735;481.65;166.48;0.45;-179.68;1028
0.008;616.0800915799589;-154.75990842004114;481.65;166.48;0.45;-179.68;1028
0.008;618.4709298703341;-152.36907012966594;481.65;166.48;0.45;-179.68;1028
0.008;620.7280042433978;-150.11199575660225;481.65;166.48;0.45;-179.68;1028
0.008;622.862945553979;-147.97705444602104;481.65;166.48;0.45;-179.68;1028
0.008;624.8873846569071;-145.95261534309293;481.65;166.48;0.45;-179.68;1028
0.008;626.8129524070113;-144.02704759298877;481.65;166.48;0.45;-179.68;1028
0.008;628.6512796591205;-142.1887203408795;481.65;166.48;0.45;-179.68;1028
0.008;630.4139972680641;-140.4260027319359;481.65;166.48;0.45;-179.68;1028
0.008;632.1127360886715;-138.72726391132858;481.65;166.48;0.45;-179.68;1028
0.008;633.7591269757718;-137.08087302422825;481.65;166.48;0.45;-179.68;1028
0.008;635.364800784194;-135.47519921580601;481.65;166.48;0.45;-179.68;1028
0.008;636.9413883687675;-133.89861163123248;481.65;166.48;0.45;-179.68;1028
0.008;638.5005205843215;-132.3394794156785;481.65;166.48;0.45;-179.68;1028
0.008;640.0535871102827;-130.78641288971733;481.65;166.48;0.45;-179.68;1028
0.008;641.6064101891455;-129.23358981085448;481.65;166.48;0.45;-179.68;1028
0.008;643.1592332680084;-127.68076673199164;481.65;166.48;0.45;-179.68;1028
0.008;644.7120563468712;-126.1279436531288;481.65;166.48;0.45;-179.68;1028
0.008;646.2648794257342;-124.57512057426584;481.65;166.48;0.45;-179.68;1028
0.008;647.817702504597;-123.022297495403;481.65;166.48;0.45;-179.68;1028
0.008;649.3705255834599;-121.46947441654015;481.65;166.48;0.45;-179.68;1028
0.008;650.9233486623227;-119.91665133767731;481.65;166.48;0.45;-179.68;1028
0.008;652.4761717411856;-118.36382825881446;481.65;166.48;0.45;-179.68;1028
0.008;654.0289948200485;-116.81100517995151;481.65;166.48;0.45;-179.68;1028
0.008;655.5818178989114;-115.25818210108866;481.65;166.48;0.45;-179.68;1028
0.008;657.1346409777742;-113.70535902222582;481.65;166.48;0.45;-179.68;1028
0.008;658.6874640566372;-112.15253594336286;481.65;166.48;0.45;-179.68;1028
0.008;660.2402871355;-110.59971286450002;481.65;166.48;0.45;-179.68;1028
0.008;661.7931102143629;-109.04688978563718;481.65;166.48;0.45;-179.68;1028
0.008;663.3459332932257;-107.49406670677433;481.65;166.48;0.45;-179.68;1028
0.008;664.8987563720885;-105.94124362791149;481.65;166.48;0.45;-179.68;1028
0.008;666.4515794509515;-104.38842054904853;481.65;166.48;0.45;-179.68;1028
