(time);AXE:IP_F(1);AXE:IP_F(2);AXE:IP_F(3);AXE:IP_F(4);AXE:IP_F(5);AXE:IP_F(6);LOV:ERAG.QC[1];LOV:ERAG.QC[2];LOV:ERAG.QC[3];LOV:ERAG.QC[4];LOV:ERAG.QC[5];LOV:ERAG.QC[6];LOV:ERAG.MODEL_JC_CFG;AXE:IP(1);AXE:IP(2);AXE:IP(3);AXE:IP(4);AXE:IP(5);AXE:IP(6)
80000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
87998;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
96001;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
103998;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
112000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
120000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
128000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
135999;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
143998;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
151998;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
160001;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
167997;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
175999;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
183998;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
191996;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
200000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
208000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
215999;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
224000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
232000;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641;-81.27150726318359;-683.8890380859375;471.983154296875;166.4727172851563;0.4555842876434326;-179.6652984619141;1028;-109.1900024414063;23.15999984741211;60.84000015258789;5.690000057220459;90.62999725341797;-185.4900054931641
